post_url,post_timestamp,post_caption,comment_id,comment_text,comment_owner_username,comment_timestamp,comment_likes_count
https://www.instagram.com/p/DaXOiblE1_k/,2026-07-04T07:40:31.000Z,"XLSMART bersama Kementerian Ketenagakerjaan RI resmi menghadirkan @xlsmartfutureready. Sebuah ekosistem pengembangan talenta digital end-to-end yang dirancang untuk menjawab tantangan kesenjangan kompetensi nasional di era transformasi digital yang berkembang cepat.

Melalui pendekatan kolaboratif learning to earning, program ini mengintegrasikan proses pembelajaran, sertifikasi kompetensi, mentoring praktisi, hingga akses pengalaman industri dan peluang kerja nyata. 

Didukung oleh mitra strategis seperti ZTE dan Eka Tjipta Foundation, inisiatif ini menargetkan jangkauan hingga 1 juta talenta muda dan 10.000 sertifikat pelatihan. XLSMART menjadi perusahaan telekomunikasi pertama di Indonesia yang menetapkan target membantu sedikitnya 1.000 talenta muda memperoleh kesempatan magang dan pekerjaan melalui kolaborasi dengan berbagai mitra industri.

#BersamaMelajuTanpaBatas",18133982620588459,"@bebekimut51_ Hai Kak, terima kasih ya atas respon positifnya,

Stay tune terus di instagram Maya, karena bakalan banyak informasi menarik dan pastinya Kakak berkesempatan untuk ikutan di Giveaway.

Have a nice day",xlsmart,2026-07-05T04:16:27.000Z,0
https://www.instagram.com/p/DaXOiblE1_k/,2026-07-04T07:40:31.000Z,"XLSMART bersama Kementerian Ketenagakerjaan RI resmi menghadirkan @xlsmartfutureready. Sebuah ekosistem pengembangan talenta digital end-to-end yang dirancang untuk menjawab tantangan kesenjangan kompetensi nasional di era transformasi digital yang berkembang cepat.

Melalui pendekatan kolaboratif learning to earning, program ini mengintegrasikan proses pembelajaran, sertifikasi kompetensi, mentoring praktisi, hingga akses pengalaman industri dan peluang kerja nyata. 

Didukung oleh mitra strategis seperti ZTE dan Eka Tjipta Foundation, inisiatif ini menargetkan jangkauan hingga 1 juta talenta muda dan 10.000 sertifikat pelatihan. XLSMART menjadi perusahaan telekomunikasi pertama di Indonesia yang menetapkan target membantu sedikitnya 1.000 talenta muda memperoleh kesempatan magang dan pekerjaan melalui kolaborasi dengan berbagai mitra industri.

#BersamaMelajuTanpaBatas",17957061954164781,"@sfcomsleman Hai Kak, terima kasih ya atas respon positifnya,

Stay tune terus di instagram Maya, karena bakalan banyak informasi menarik dan pastinya Kakak berkesempatan untuk ikutan di Giveaway.

Have a nice day",xlsmart,2026-07-05T04:16:16.000Z,0
https://www.instagram.com/p/DaXOiblE1_k/,2026-07-04T07:40:31.000Z,"XLSMART bersama Kementerian Ketenagakerjaan RI resmi menghadirkan @xlsmartfutureready. Sebuah ekosistem pengembangan talenta digital end-to-end yang dirancang untuk menjawab tantangan kesenjangan kompetensi nasional di era transformasi digital yang berkembang cepat.

Melalui pendekatan kolaboratif learning to earning, program ini mengintegrasikan proses pembelajaran, sertifikasi kompetensi, mentoring praktisi, hingga akses pengalaman industri dan peluang kerja nyata. 

Didukung oleh mitra strategis seperti ZTE dan Eka Tjipta Foundation, inisiatif ini menargetkan jangkauan hingga 1 juta talenta muda dan 10.000 sertifikat pelatihan. XLSMART menjadi perusahaan telekomunikasi pertama di Indonesia yang menetapkan target membantu sedikitnya 1.000 talenta muda memperoleh kesempatan magang dan pekerjaan melalui kolaborasi dengan berbagai mitra industri.

#BersamaMelajuTanpaBatas",17937668967273576,"@zuhri.baharuddin Hai Kak, Maya mohon maaf banget untuk ketidaknyamanan yang Kakak alami saat ini.

Yuk chat Maya melalui linktree yang ada di bio atau Kakak bisa chat Maya langsung melalui Facebook Page dan Livechat di xl.co.id/LC untuk pengecekan lebih lanjut di nomor Kakak.

Terima kasih.",xlsmart,2026-07-05T04:13:01.000Z,0
https://www.instagram.com/p/DaXOiblE1_k/,2026-07-04T07:40:31.000Z,"XLSMART bersama Kementerian Ketenagakerjaan RI resmi menghadirkan @xlsmartfutureready. Sebuah ekosistem pengembangan talenta digital end-to-end yang dirancang untuk menjawab tantangan kesenjangan kompetensi nasional di era transformasi digital yang berkembang cepat.

Melalui pendekatan kolaboratif learning to earning, program ini mengintegrasikan proses pembelajaran, sertifikasi kompetensi, mentoring praktisi, hingga akses pengalaman industri dan peluang kerja nyata. 

Didukung oleh mitra strategis seperti ZTE dan Eka Tjipta Foundation, inisiatif ini menargetkan jangkauan hingga 1 juta talenta muda dan 10.000 sertifikat pelatihan. XLSMART menjadi perusahaan telekomunikasi pertama di Indonesia yang menetapkan target membantu sedikitnya 1.000 talenta muda memperoleh kesempatan magang dan pekerjaan melalui kolaborasi dengan berbagai mitra industri.

#BersamaMelajuTanpaBatas",18168136768441375,Kenapa Beli Paket XLSmart Di Kode *808# Sama Di Aplikasi myXL Kuotanya Berbeda Padahal Harga Dan Paketnya Sama Tapi Kuota Yang Di Dapat Berbeda?😡😠,zuhri.baharuddin,2026-07-05T03:58:48.000Z,0
https://www.instagram.com/p/DaXOiblE1_k/,2026-07-04T07:40:31.000Z,"XLSMART bersama Kementerian Ketenagakerjaan RI resmi menghadirkan @xlsmartfutureready. Sebuah ekosistem pengembangan talenta digital end-to-end yang dirancang untuk menjawab tantangan kesenjangan kompetensi nasional di era transformasi digital yang berkembang cepat.

Melalui pendekatan kolaboratif learning to earning, program ini mengintegrasikan proses pembelajaran, sertifikasi kompetensi, mentoring praktisi, hingga akses pengalaman industri dan peluang kerja nyata. 

Didukung oleh mitra strategis seperti ZTE dan Eka Tjipta Foundation, inisiatif ini menargetkan jangkauan hingga 1 juta talenta muda dan 10.000 sertifikat pelatihan. XLSMART menjadi perusahaan telekomunikasi pertama di Indonesia yang menetapkan target membantu sedikitnya 1.000 talenta muda memperoleh kesempatan magang dan pekerjaan melalui kolaborasi dengan berbagai mitra industri.

#BersamaMelajuTanpaBatas",17906200977445720,"Mantabb, bisa kolaborasi 😍",nucare.dkijakarta,2026-07-04T22:32:44.000Z,0
https://www.instagram.com/p/DaXOiblE1_k/,2026-07-04T07:40:31.000Z,"XLSMART bersama Kementerian Ketenagakerjaan RI resmi menghadirkan @xlsmartfutureready. Sebuah ekosistem pengembangan talenta digital end-to-end yang dirancang untuk menjawab tantangan kesenjangan kompetensi nasional di era transformasi digital yang berkembang cepat.

Melalui pendekatan kolaboratif learning to earning, program ini mengintegrasikan proses pembelajaran, sertifikasi kompetensi, mentoring praktisi, hingga akses pengalaman industri dan peluang kerja nyata. 

Didukung oleh mitra strategis seperti ZTE dan Eka Tjipta Foundation, inisiatif ini menargetkan jangkauan hingga 1 juta talenta muda dan 10.000 sertifikat pelatihan. XLSMART menjadi perusahaan telekomunikasi pertama di Indonesia yang menetapkan target membantu sedikitnya 1.000 talenta muda memperoleh kesempatan magang dan pekerjaan melalui kolaborasi dengan berbagai mitra industri.

#BersamaMelajuTanpaBatas",18007904486746755,😍😍🙌,bebekimut51_,2026-07-04T22:30:56.000Z,1
https://www.instagram.com/p/DaXOiblE1_k/,2026-07-04T07:40:31.000Z,"XLSMART bersama Kementerian Ketenagakerjaan RI resmi menghadirkan @xlsmartfutureready. Sebuah ekosistem pengembangan talenta digital end-to-end yang dirancang untuk menjawab tantangan kesenjangan kompetensi nasional di era transformasi digital yang berkembang cepat.

Melalui pendekatan kolaboratif learning to earning, program ini mengintegrasikan proses pembelajaran, sertifikasi kompetensi, mentoring praktisi, hingga akses pengalaman industri dan peluang kerja nyata. 

Didukung oleh mitra strategis seperti ZTE dan Eka Tjipta Foundation, inisiatif ini menargetkan jangkauan hingga 1 juta talenta muda dan 10.000 sertifikat pelatihan. XLSMART menjadi perusahaan telekomunikasi pertama di Indonesia yang menetapkan target membantu sedikitnya 1.000 talenta muda memperoleh kesempatan magang dan pekerjaan melalui kolaborasi dengan berbagai mitra industri.

#BersamaMelajuTanpaBatas",18543464515075520,Love it: From learning to earning ❤️,almer.bukanfay,2026-07-04T22:28:58.000Z,2
https://www.instagram.com/p/DaXOiblE1_k/,2026-07-04T07:40:31.000Z,"XLSMART bersama Kementerian Ketenagakerjaan RI resmi menghadirkan @xlsmartfutureready. Sebuah ekosistem pengembangan talenta digital end-to-end yang dirancang untuk menjawab tantangan kesenjangan kompetensi nasional di era transformasi digital yang berkembang cepat.

Melalui pendekatan kolaboratif learning to earning, program ini mengintegrasikan proses pembelajaran, sertifikasi kompetensi, mentoring praktisi, hingga akses pengalaman industri dan peluang kerja nyata. 

Didukung oleh mitra strategis seperti ZTE dan Eka Tjipta Foundation, inisiatif ini menargetkan jangkauan hingga 1 juta talenta muda dan 10.000 sertifikat pelatihan. XLSMART menjadi perusahaan telekomunikasi pertama di Indonesia yang menetapkan target membantu sedikitnya 1.000 talenta muda memperoleh kesempatan magang dan pekerjaan melalui kolaborasi dengan berbagai mitra industri.

#BersamaMelajuTanpaBatas",18413043496147858,"Terbaik, moga sukses kurangi pengangguran di negeri ini 😍",sfcomsleman,2026-07-04T22:26:13.000Z,3
https://www.instagram.com/p/DaXOiblE1_k/,2026-07-04T07:40:31.000Z,"XLSMART bersama Kementerian Ketenagakerjaan RI resmi menghadirkan @xlsmartfutureready. Sebuah ekosistem pengembangan talenta digital end-to-end yang dirancang untuk menjawab tantangan kesenjangan kompetensi nasional di era transformasi digital yang berkembang cepat.

Melalui pendekatan kolaboratif learning to earning, program ini mengintegrasikan proses pembelajaran, sertifikasi kompetensi, mentoring praktisi, hingga akses pengalaman industri dan peluang kerja nyata. 

Didukung oleh mitra strategis seperti ZTE dan Eka Tjipta Foundation, inisiatif ini menargetkan jangkauan hingga 1 juta talenta muda dan 10.000 sertifikat pelatihan. XLSMART menjadi perusahaan telekomunikasi pertama di Indonesia yang menetapkan target membantu sedikitnya 1.000 talenta muda memperoleh kesempatan magang dan pekerjaan melalui kolaborasi dengan berbagai mitra industri.

#BersamaMelajuTanpaBatas",18131989324610178,🔥🔥🔥,sfcom_boyolali,2026-07-04T22:23:29.000Z,3
https://www.instagram.com/p/DacIqF3TYXQ/,2026-07-06T05:26:42.000Z,"SMARTFREN Run terus melangkah lebih jauh.

Pada penyelenggaraan yang ketiga ini, SMARTFREN Run resmi memperoleh sertifikasi dari PB PASI dan World Athletics. Lebih dari sekadar pengakuan, pencapaian ini menjadi wujud komitmen XLSMART untuk terus mendorong gaya hidup sehat melalui ajang lari yang berkualitas dan berstandar internasional.

Antusiasme yang terus bertumbuh, dari 5.000 menjadi 7.500 peserta, semakin menguatkan langkah kami untuk menghadirkan SMARTFREN Run sebagai agenda tahunan yang semakin dipercaya dan memberi dampak positif bagi masyarakat.

Bagi XLSMART, setiap langkah adalah cerminan semangat untuk terus berkembang dan menghadirkan yang lebih baik. Semangat ini juga kami wujudkan melalui perluasan jaringan 5G XLSMART dengan blanket coverage yang semakin luas, mengantarkan Smartfren menjadi Jagoan Sinyal se-Indonesia sekaligus menghadirkan pengalaman konektivitas 5G yang semakin andal bagi masyarakat.

#BersamaMelajuTanpaBatas",18109239301981181,"Pencapaian yang keren, semoga jadi awal dari hal2 yang lebih besar lagi 🚀",calon_pakde,2026-07-07T12:42:04.000Z,0
